text,label,notes
"This movie had to be the worst horror movie I have ever seen. The acting was terrible, Horrible and cheesy and talk about a predictable plot! I will never watch this movie again nor will I recommend this movie to anyone. What a waste of time! First, as soon as the movie began I realized what I got myself into. All they did for this movie was copy scenes from many other horror movies out there and bunched them all into this one movie. The prank phone calls, halloween night, a psycho, and one knife! Its absolutely ridiculous. I was not scared at all during the movie, which I thought horror movies were supposed to do. As for the making of the movie, its pretty hilarious how they all talk about how this movie was so great and so scary. I mean how do you not realize that the movies is a cheap rip off of ""Scary Movie"" for example. At least get some good actors in there and then maybe it would have been pulled off as a good horror movie.",negative,
"This is not a good movie. It's disjointed, all the acting is bad, and has a lame story you've seen a thousand times done much better else where. Not to mention you can see every plot point coming from a mile away. Worst of all, no one bothered to tell Lonette Mckee she can't sing. But who cares, she's sooooo damn good looking. But I digress, nothing new here. Bottom-line, hot girl group gets taken advantage of, some one gets hooked on drugs, someone gets hooked on a guy, some one gets the hell out, and then the horrible stuff happens. Surprise, surprise. Welcome to the music business. I can't believe so many people out there think this is a good movie. So many of you seem to want to use a sliding scale when it comes to grading Black Movies. I don't play that! If you want to support these films by going to see them - great! If you enjoyed it - super! To each his own. But don't try to tell me it was good. Pleeeease! I wish colored folks would not fawn over these kind of movies just because they feature black actors. Wanna see a good African-American movie? See Love Jones. Ray. Or The Color Purple. Those would be great movies no matter what the color of the actors skin. Why? Because they told compelling stories with great acting, that made you feel something long after you left the theater. Just because it's our experience does not automatically make it a good film. It's only good -- when it's good. Period.",negative,
"The Life and Time of Little Richard, as told by Little Richard, as produced and directed by Little Richard, was about as one sided as one of his songs. This is not a biography or even a docudrama, but does have good writing, great energy and an outstanding leading actor playing Richard. All the music is by Little Richard, so it rocks a tight lipsync on every song.<br /><br />The movie covers his early childhood, carrys thru the formative years in music, the wild success and Richard's throwing it all away to praise the Lord. Its all tied together well and the obvious comeback in 1962 manages to stay away from the idea that Little Richard discovered the Beatles, whom opened for him.<br /><br />My main objection is that his outrageous, counter cultural behavior is underplayed and you get no feel for how his audience experienced him at that time. Some of his energy, which he still has, does not come across full force. He seemed tame, compared to what I remember of him at the time.<br /><br />The best scenes are Richard getting jilted by Lucille and writing a song about it and the strip to bikini shorts while performing, to make the point about not having a decent place to change.<br /><br />If they had gotten into the ""Bronze Liberace"" as Richard use to refer to himself in interviews, then there's a story. Trust me I just saw him perform a couple of months ago and he still flirts with the pretty white boys, giving the one particularly good dancer in the audience, his headband. Nearly 68 and still going strong I recommend this movie and any concert or T.V. appearance you can find. Little Richard is always on",positive,
"I agree totally with another of the reviewers here who was pleased ""For The Birds"" won the Oscar in 2002 for ""Best Animated Short,"" not this sick material, which is pretentious at best and appealing to anyone, of course, who has no belief in heaven or hell.<br /><br />The animation was good, but so are a lot of animated shorts. And, by the way, I love dark humor but this just was unappealing from the start.<br /><br />As for the story here: a guy walking around and surrounded by nothing but grey (symbolism here) is told by a TV set (which appears every few hundred yards away) that he is in either heaven, hell, or purgatory. Each time he puts a gun to his head and shoots himself after hearing the news. I guess that would be funny in two of the three instances.",negative,
"There are enough sad stories about women and their oppression by religious, political and societal means. Not to diminish the films and stories about genital mutilation and reproductive rights, as well as wage inequality, and marginalization in society, all in the name of Allah or God or some other ridiculous justification, but sometimes it is helpful to just take another approach and shed some light on the subject.<br /><br />The setting is the 2006 match between Iran and Bahrain to qualify for the World Cup. Passions are high and several women try to disguise themselves as men to get into the match.<br /><br />The women who were caught (Played by Sima Mobarak-Shahi, Shayesteh Irani, Ayda Sadeqi, Golnaz Farmani, and Mahnaz Zabihi) and detained for prosecution provided a funny and illuminating glimpse into the customs of this country and, most likely, all Muslim countries. Their interaction with the Iranian soldiers who were guarding and transporting them, both city and villagers, and the father who was looking for his daughter provided some hilarious moments as we thought about why they have such unwritten rules.<br /><br />It is mainly about a paternalistic society that feels it has to save it's women from the crude behavior of it's men. Rather than educating the male population, they deny privilege and rights to the women.<br /><br />Seeing the changes in the soldiers responsible and the reflection of Iranian society, it is nos surprise this film will not get any play in Iran. But Jafar Panahi has a winner on his hands for those able to see it.",positive,
"This movie does a great job of explaining the problems that we faced and the fears that we had before we put man into space. As a history of space flight, it is still used today in classrooms that can get one of the rare prints of it. Disney has shown it on ""Vault Disney"" and I wish they would do so again.",positive,
"Canto 1: How Kriemhild Mourned Over Siegfried and How King Attila Woos her Through his Ambassador Rüdiger von Bechlarn: Kriemhild (Margarete Schön) insists on having the head of the killer of her beloved husband, Hagen Tronje (Hans Adalbert Schlettow), but her brother, King Gunther (Theodor Loos), refuses her request. When King Attila of the Huns woos Kriemhild through his ambassador Rüdiger von Bechlar, she makes him promise through oath in the name of his king that no man would ever offend her. Hagen Tronje hides the Nibelungen treasure in the bottom of a lake.<br /><br />Canto 2: How Kriemhild Takes Leave from her Homeland and How She Was Received by King Attila: Kriemhild brings some earth from where Siegfried died, and travels to the court of the Huns, where she is welcomed by Attila himself, who also promises through oath to defend her.<br /><br />Canto 3: How King Attila Besieged Rome and How Kriemhild Summoned her Brothers: When Kriemhild delivers a baby boy, Attila returns to his realm and asks Kriemhild what she would like most to please her. She asks him to invite her brothers to come to his kingdom.<br /><br />Canto 4: How Kriemhild Receives her Brothers: Kriemhild insists on having the head of Hagen Tronje, but her brothers keep loyalty to their friend and again do not accept her request.<br /><br />Canto 5: How the Huns Celebrated the Summer Solstice With the Nibelungen: Kriemhild asks Attila to kill Hagen Tronje, but he refuses since in accordance with the laws of the desert, a guest is considered sacred. Kriemhild offers gold to the Hums for the head of Hagen Tronje. There is a fight, and Hagen Tronje kills Attila's son.<br /><br />Canto 6: The Nibelungen's Distress: The Huns lose the battle against the Nibelungen, but keep them under siege inside Attila's castle. Kriemhild promises to spare their lives provided they deliver Hagen Tronje, but her brother Gunther tells that German people are loyal with their friends.<br /><br />Canto 7: The Nibelungen's End: After the death of Rüdiger von Bechlarn, Giselher and Gernot, Hagen Tronje and Guhther are finally captured. Kriemhild kills Hagen Tronje, ending her revenge with the destruction of the Nibelungen.<br /><br />The conclusion of the poetic saga of Siegfried through ""Kriemhild's Revenge"" is also told through seven dramatic cantos. The nature of the first part is a magnificent tale of fantasy, adventure, romance and betrayal; the second part is a dramatic story of hate, revenge and loyalty. The solid screenplay with a perfect development of the characters, the excellent performances of the cast and the awesome direction of Fritz Lang produced another epic ahead of time. Margarete Schön is impressive with a total different woman, obsessed and inflexible in her revenge wish. The costumes that Kriemhild wears are also very impressive, and her acting is based on her face and look. I was a little disappointed with the reaction of Attila after the death of his only son, since I found it too passive. My vote is eight.<br /><br />Title (Brazil): ""Os Nibelungos  Parte II: A Vingança de Kriemshild"" (""The Nibelungen Part II: Kriemhild's Revenge"")",positive,
"When you start watching this animation-masterpiece, you quickly notice, that it's a European production. Although the Europeans have (sadly) integrated some of the clichés you would normally find in an American production of this kind, most are missing. One of these is that there is an overwhelming evil that only our (very few and very unlikely) heroes can vanquish. Another is that one of the group is only in the business for the money, is greedy, runs away when the heat is up but somehow gives in to his better nature. This movie would have been better off without both.<br /><br />The movie is based upon a TV-Series that was out four years before the movie. Unlike the movie, the TV-Series is a cartoon and not a computer animation. At first I thought the computer would kill the charm and character of the plot but I was quickliy convinced: Whoever did the animation knew his or her stuff! Although the characters are obviously fictional (in stills they don't even look real), they seem as alive and sentient as the audience following their quest. Making characters who by ""normal"" standards could be considered deformed (those micro-legs could never carry that giant body let alone make it jump) so alive and lovable is more than ""just a highlight""! The creation of the world is another masterpiece. Not so much because of its looks but because of the inventiveness of it. The world our heroes travel is not solid like our own but is made of many pieces of land varying in shape and size that seem to be floating in mid air. When a person steps on a smaller fragment of ground, it nods a little bit as if feathering from the weight. In some cases up and down no longer apply but our heroes still manage to get a foothold somewhere. Although the world of floating islands is completely surreal, in this movie it is absolutely believable and after a short time it doesn't seem any weirder than running into a car somewhere in New York.<br /><br />I wrote that the looks of the world aren't as breathtaking as the idea. As true as that might be to my mind, the quality of the world, the characters and the attention to details is staggering. Although the faces of the characters have relatively few attributes, emotions can be read as clearly as in Sean Connery's or Dustin Hoffman's face. The world around the characters is wonderfully colourful and no two settings are alike. The background is always in motion, something is always going on which makes the world seem even more alive. If you stop the movie and look at the background you will be surprised how many details you can find.<br /><br />The existence of Hector actually puts the cherry on top. Hector is a furry little ""thing"" (possibly the equivalent of a dog in our world) who is totally lovable and extremely funny. Although he isn't really important for the main plot, he would be missed like Scrat would be in Ice Age. The really cool thing about Hector is that you need to speak Gibberish to understand him.<br /><br />If the movie is so great, why didn't I give it 10 stars? Well, the plot in itself was rather thin. Two hunters are sent out to rescue the world from a really bad dragon who wants to swallow the world, isn't really original. That in itself wouldn't be much of a problem. What I missed was the background information. What kind of a dragon was this and why did it look that way? I love mythical stories but if they get too thin then they seem to be written after the movie is finished in a feeble attempt to give the whole thing some depth.<br /><br />Another thing I didn't like was Zoé. Although a little girl like her could be considered adorable, she was somewhat of a pain in this movie. She seemed pretty resistant to all types of learning about reality, kept dreaming of some hero from a story book and basically slowed the others down. She would have been OK if she had developed a little more and a little earlier in the movie - or had been less of a girly to start with. To me the idea of this girl who was there to twist the story a little backfired on the writers.<br /><br />All in all, this is a really good movie for just about all ages.",positive,
"My children just happened to stop at this movie the other night and as things started to play out it really piqued my interest. I had to head out for bowling league so I had them record it for me on the dvr so I could watch the rest later. Well I just got done watching it and the front of my shirt must be soaked after crying buckets. It was an excellent movie even though I could almost feel the pain and anguish these girls were experiencing. And I never in a million years would have guessed the reason why Alissia had gone from this beautiful girl to an anti-social goth. This was probably WHY my shirt was soaked because I've experienced that same pain that Alissia was feeling. I too would not have sought out this movie, but I'm sure glad I saw it. Very moving, very touching. Great for those who love a good drama or tear-jerker.",positive,
"The banner says it all, this is one really bad movie, which is sad because I normally like Sheffer, and I have been impressed with Andrea Roth in other roles. This, however, is terrible. I wont waste any more time...its just that bad.",negative,
"It says that a girl named Susan Montford both wrote and directed this ""movie."" No wonder she has no other credits to her name for writing or directing. She made a severe vocational error in choosing this as her career. This is one of the worst human creations of this millennium.<br /><br />The fundamental thing wrong with this movie other than its ridiculous story of a woman running away from four weak thugs, is the blatant and complete lack of LOGIC.<br /><br />**After she leaves the mall, she gets approached by four thugs as they surround her. Tell me, what woman would aggressively SHOVE a potential attacker while being surrounded, and insult them verbally? I don't mean after an attack had already started, because then of course it's completely normal for someone to fight back. But she shoved that guy and pretty much escalated it to the next level. No woman would do that unless she 1) had a weapon, 2) has the confidence of knowing that backup is very close, and so is relatively safe from harm, or 3) the attackers are so young, and weak looking that she's pretty sure she can take them. None of that applied in this situation, so she was just acting like someone that's asking to get raped or mugged. And by the way, when the security guard approached, as SOON as he came within viewing distance of Kim Basinger, why wouldn't she immediately either run towards him for help, or scream?? <br /><br />**When she drives off after the security guard gets shot in the head, she drives into a deserted part of town, and crashes. She had a good three minute lead on the pursuers, instead of simply running off on foot in a diagonal direction behind houses and climbing fences and continuing, she gets out her Red Toolbox and starts messing around under her hood. I understand she was trying to fix her car, but she should've ran.<br /><br />(I didn't even mean this to be a chronological summary of the movie, because I loathe people who do that in their reviews, but it just so happens that every main sequence of this movie has something so blatantly stupid that I have to comment on it).<br /><br />**Why would she carry a loud, Red Toolbox as she's trying to sneak away in the dark? When she does get caught, one of the jokers demands for her to open the toolbox. First she resists, then eventually opens it. And takes out a wrench. This scene here is so rich in subtle overtones of the complete failure of dramatic effect I have to break it down, it's one of the dumbest scenes in the entire movie. When asked to open the box, she's resisting at first as if it were her plan to somehow get one of the thugs to open it themselves out of anger after she didn't open it, in the same way that someone in some action movie might have some device that an enemy demands that person to touch/push/open/manipulate, and once that hero refuses to open it, the enemy grabs that device, only to have that device automatically dispense a chemical/shoot him in the face/render him unconscious, which was the hero's plan all along. It feels like that's what they tried to do with Kim Basinger here, as she opens the toolbox dramatically and quickly takes out a WRENCH and dispatches one of the thugs, and somehow GETS AWAY from him and the three other thugs.<br /><br />**Throughout the rest of the movie, basically what you see is this suburban house wife, sneaking around the woods as she carries her Red Toolbox, taking out various tools used as weapons to KILL HER ATTACKERS.<br /><br />**When she was running away, how did she end up moving BACK to where the thugs were? I think it was the scene where they had that radio playing loudly in tribute to the dead dude. She somehow crept up on them when I thought she was moving AWAY from them.<br /><br />**Finally, this whole premise is so weak because the whole reason she's being chased in the first place is because from the thugs' perspective, she was a witness to a murder they committed against the security officer earlier, and so they felt they had to kill her. How ridiculous. As one of the thugs even said, they could've just left town and returned back to whatever city they drove from, no one but her had seen them anyway, and she probably didn't get the license plate. Even if these possibilities wouldn't work in their favor, how is raising hell and hunting down someone to kill them improving your chances to get away with the original murder?",negative,
"An ensemble of uninteresting and unlikeable characters twist and turn their way through a flimsy plot that might be interesting, if only you could bring yourself to care. This ""twisting and turning"" I speak of refers not to the story (which contains all the suspense of a recipe for tuna casserole) but to the director's inability to keep the characters' faces even remotely centered in the frame. On the other hand, Angie Harmon has very nice nostrils and left ear.<br /><br />The only real surprise in the movie is the big names they convinced to do it. When you consider this movie was never released in theaters despite having an all-star cast, you might be inclined to think something stinks.<br /><br />And indeed, it does.",negative,
"I don't understand why the reviews of this film are so universally bad, unless I'm just off my rocker. I found it sick, brilliant, twisted, and psychologically sophisticated. You won't get deeper into the mind of a criminal psychopath in a Hollywood film than this one. It has layers within layers, nuanced acting by Stone,and a plot that will keep you guessing even after it's over. People need to get over the fact that Sharon Stone is 48,and that Michael Douglas isn't in this one. I predict that this film will be a huge hit on DVD once people see it for themselves and stop paying attention to the drivel professional reviewers put out. Give it a shot, you might be glad you did!",positive,
"What I found so curious about this film--I saw the full 4 hour roadshow version, is how oddly dispassionate it is. For a film about 2 very charismatic men--Castro and Che, engaged in a gargantuan political struggle, it's almost totally devoid of emotional fire. The scenes between Benicio Del Toro and Demian Bichir (who is at best a second level actor,with a slightly high pitched voice) have no drama or depth and basically come down to Castro telling Che: go here, go there, do this and that, with no explanation as to what effect or use this action will result in. Odder still is there is an actor in the cast who has the requisite power to play Castro--Joaquim de Almeida, but he's shunted aside in a minor part in the second half. Without the tension or passion that you would expect to fire these men and their followers, the film becomes a dullish epic-length film about hairy, bearded men running through various jungles shouting and shooting to no particular purpose or end. Several of the reviews I've read showered praise on the work of director Steven Soderbergh while ignoring the actors almost completely. (One in fact spent more time talking about Soderbergh's new digital film camera than the plot or actors or the fact that it's entirely in Spanish with English subtitles.)This is an odd, odd thing to do since a) Soderbergh was only a hired gun on the film and b) it's no more than a competent job of work, with an unremarked upon nod to Oliver Stone's JFK in the black and white cut up camera-work when Che visits New York. If you can imagine Reds directed by Andrew McLaglen instead of Warren Beatty, you'd get an idea of the dull competency of this movie.",negative,
"I love old Burt Reynolds movies. They're funnier and better than every other movie combined. They might as well have stopped making movies after ""Cannonball Run 2"", but I guess how could they have known that there weren't going to be any more good ones? Man this movie's good. Burt Reynolds has to dress up like a chicken and drive around in a racecar a lot, and the luxuriant Loni Anderson is on hand, looking extremely hot in an eightiesly way. Burt and Loni, those were the days! I used to have this magazine that had Loni Anderson in it advertising for a vaccuum cleaner. I sure loved that advertisement! Plus there's this one part in the movie where the audience at the racetrack is upset at something Stroker Ace (Burty R.) is doing, and it shows one guy in the audience bending over and sticking his finger up his butt to display his disappointment! I laughed so hard I almost passed away into the night! If you can find this movie, rent it! And then never watch another movie again, because I tell you right now: there's no point.",positive,
"Scott Henderson, the engineer that employs Carol Richman, as his assistant, makes a point to call her ""Kansas"", whenever he speaks to her. It shows us that Carol, effectively played by Ella Raines, is supposed to be a babe in the woods, as far as the Manhattan of the 40s was concerned. Only a woman, from out of town, would follow the shady bartender to a solitary elevated subway. Even then, only a naive girl could undertake such an adventure.<br /><br />Robert Siodmak directed this film noir very well. He shows a flair for infusing the story with a lot of raw sex that was surprising for those days. How else could we justify the way the drummer in the orchestra of the musical, where Scott takes the mysterious woman with an unusual hat, makes such an overt pass at a lady on a date? The drummer played with high voltage by Elisha Cook Jr. doesn't hide his desires for any of the ladies who sat in the front row of the hit musical where he plays. It was a real explicit invitation, first to the ""phantom woman"" of the story, Fay Helm; afterward, Cliff the drummer, insinuates himself very openly to Ella Raines who goes to the theater disguised as the mystery dame her boss had taken originally.<br /><br />This is a film that will hook any viewer from the beginning. There are things not explained in it, but it holds the one's interest throughout. The killer is not revealed until the end. <br /><br />Ella Raines with her expressive eyes was an under estimated actress. She holds her own against much more experienced actors. Franchot Tone, a New York stage actor, working in Hollywood, never found in this medium the fame he deserved. He is effective as the accused man's best friend. On the other hand, Alan Curtis, comes across as a man, who when framed, accepts his fate and is saved only by the tenacity of the woman who secretly loved him. Thomas Gomez, as the inspector Burgess, is an asset to the film as a detective who has his doubts the police had caught the man who committed the crime.<br /><br />This movie will not disappoint.",positive,
"The only connection this movie has to horror is that it is horribly unentertaining. I would rather prick my finger with a rusty nail than have to sit through it again. Even for a TV movie it is flat. The cast is boring. The screenplay is as exciting as a bowl of sand. How two directors conspired to create such a nothing movie will remain one of the great mysteries of the 20th Century. There is only one scene even vaguely worthy of inclusion in the Omen franchise, and it is shot in slo-mo and cut short at the anticipated pay-off. If you are tempted to see this, pop it in, set your alarm clock for 90 minutes and get comfy. With any luck you'll doze off quickly, and the alarm will wake you once the worst is over. Namely, this movie.",negative,
"This movie started out good, i felt like i was watching an adult version of Seinfeld. Much to quickly i started questioning the situations and actions of the main characters, and found no answers to why they were doing what they were doing. All the acting was superb but only a few scenes had brief moments where they were actually funny. Dan Cortese was amazing. I loved him in this role. His agent should show this movie to casting agents. Watch the first few scenes and then find something better, or else you will find yourself totally lost in this mess. I found this in a bin at a video store. It cost me two dollars and due to the rareness of this movie i feel like it was a good price.",negative,
"Despite the (English) title, this seems to have little to do with Devils and much more to do with a power hungry ruler who seeks the Philospher's Stone & wants gold made from lead (& virgin's blood). Jacinto Molina plays Gilles de Lancre and seems to have little issue with having people put to death when he thinks they threaten his position or when he needs virgins for their blood. He's basically egged on by his lady love and an alchemist that he's employed and it's more greed and insanity that seems to be his problem than demonic possession (unfortunately). There are parts that are at least somewhat exciting like jousting and grown men trying to knock each other down with big sticks, and the film at least has a good look to it, but otherwise there's little about this to recommend. Little in the way of gore and nothing to be afraid of at all, and most unusual, for a Molina/Naschy film, not really any unintentional humor. Therefore, 4 out of 10.",negative,
"The movie's storyline is pat and quaint. Two women travel through the middle east and discover themselves. Unfortunately, if you are looking for a movie about the middle east and central Asia this is absolutely terrible.<br /><br />The producers of the film either did no research or were unbelievably lazy when filming it. To begin with, and most glaringly incorrect, the Nuristanis, as they were known in the thirties, and indeed since the 1890s and their forceful conversion by Abdul-Rahman Shah of Aghnaistan, were not nomads. In fact they have not been nomads since the Aryan invasions of central Asia over three milenia ago.<br /><br />Second, the city that is filmed as Tehran is not Tehran, which is understandable, however the geography of the area around the city could not be more strikingly DIFFERENT than the city of Tehran, which is surrounded on all side by a large mountain range, which predominates all of the cities views.<br /><br />Third, Persian, despite the fact it is spoken in Iran and Afghanistan, is never heard in movie. When there are native speakers who do not speak in German they speak in Arabic. The 'Persian' guards at the border, in fact, say to each other 'Ma hadha rujal' (This is not a man) and not 'in mard nist' as it would be in Persian. Also, the love song between the Indian princess and one of the main characters is obviously in Spanish. While talking in the garden one of the main characters says that the Quran uses the words 'Ferdos' and 'jehaan' and makes some reference to drugs afterwords. These words certainly never appear in the Quran as they are Persian for Paradise (indeed, Ferdos and Paradise are very distant cognates between our languages) and 'World' respectively, though Jehaan is admittedly close to 'Jehennan' which is hell in Arabic. When they encounter the nomads in the desert the language spoken is also Arabic, this despite the fact that there are NO native speakers of Arabic in Iran and Afghanistan and its use is primarily religious, with some use in education at that time.<br /><br />When they are stopped in Iran before they reach the Afghan border the people they encounter are wholly unlike any Iranian group. Their tents are typically bedouin with carpets decorating the walls and a high profile. In Iran it is also extremely uncommon for people to wear Turbans unless they are a cleric. The language spoken is clearly Arabic from the initial greeting of 'Ahlan wa Sahlan.' When they do reach Kabul the desert they find themselves in is sandy, totally unlike the rock dirt that is found in the arid parts of the Hindu Kush mountain range. There is an absence of the light green scrub that covers the ground in the summer and spring. The area is also not wholly consumed by the extreme mountains of the mountain range that won its name, The Indian Killers, because of its difficult and limiting ground.<br /><br />In short, the story line is the only thing in this movie that holds any water and it is still weak and common place. It lacks any real draw to it, being merely the tale of two women trying to learning about themselves as they get to Nuristan, however, even that is still-born and no real development is felt, leaving the characters in the end just where they were in the beginning and nothing has changed except that world war two has broken loose. In short, this is a really bad movie that I would have rated at one star except for the good footage of Bedouin and the deserts of the Levant, even if they are misnamed.",negative,
"This is one of the greatest films ever made. It's an all-time classic. The character played by Ned Beatty undergoes one of the greatest on screen transformations ever portrayed. He is a shallow, almost useless, overweight insurance salesman. He is proud of his ignorance, and yet judges the ""backwards hicks"" to be the ignorant ones. When he compliments the old man on his hat, and the old man responds, ""you don't know nothing',"" the tone is set. It's true. He really doesn't ""know nothing'."" But one backwoods anal rape later, the man is practically a warrior. His shallow fake bravery is toned down into serious resolve. The old self is forever dead, left in some far off woods, soon to be under hundreds of feet of water. And what of Lewis, our intrepid guide? Lewis is a philosopher/hunter/warrior, and he's just about nuts. Burt Reynolds proved himself as an actor way back in 1972 in this film, completely giving himself in to this wonderful role. Who wouldn't want to have a friend like Lewis if one was to venture into the dangers of a forgotten/soon to be left behind world like the one our hapless travelers find themselves in. This film speaks to us on so many levels. The story feels real. It works as a complete action/adventure, with wonderful cinematography, and deliberate, grinding pacing. It works as a bit of a horror film, with the danger and almost surrealism of the encounter with the vile rednecks who objectify their ""sow"" Ned Beatty. But it also works as an art film, using incredible amounts of symbolism to convey truths that go to our very core. I have seen this film at least fifty times, and every time it comes on, I find I have to watch it. You have to watch it quite a few times to even begin to comprehend it. This is one deep movie. This is one well-acted movie. And this is one hell of a story. I gave it a 10 out of 10, and put it in my 10 all time greatest films ever made, along with Schindler's List, Casablanca, Taxi Driver, and Sling Blade, among others. Movies that make you think. Movies that take you beyond having to think. Movies that use a STORY to make their point, without trying to preach to you. If you think you know Deliverance, you might, but again, you might not. It really is that good.",positive,
"ALIEN LOVE ( As this movie is known in Britain ) is a very strange movie . I don`t mean that it`s an esoteric art house movie in the style of Peter Greenaway or Derek Jarman , I mean it`s a TVM with swearing , sex , some really good T&A , a bad script and a very retro feel . You can just imagine someone like John Hughes directing this ten years earlier , though of course he would have cut out the T&A <br /><br />Going back to the bad script , one of the problems is that few of the characters have any type of motivation especially Amanda . Why does she pick up Connie at the bar ? Just so she could meet an alien ? Do you see what I mean about retro ? ET , SHORT CIRCUIT and a whole lot of other movies from the mid 1980s had this type of plot with most of them being more defined and convincing than the one seen here . The storyline continues to follow an ill defined , unconvincing and illogical path <br /><br />That said I did find ALIEN LOVE watchable and not only down to the T&A on display . As a a sci-fi sex comedy it`s much better than FLESH GORDON and EARTH GIRLS ARE EASY",negative,
"Anyone find it interesting that the Ood look strangely similar to the 'Great Cthulhu' of H P Lovecraft vintage? hmmm? <br /><br />Great pair of episodes (not referring to Billie Piper as most seem to do!) in The impossible Planet and The Satan Pit.<br /><br />Also the link to 'Legion' I think also used in Who before and also referring to Satan in various novels post Exorcist era...<br /><br />Great suspense episodes utilising fear and faith elements. The new team for these 'who's are working great magic for TV.<br /><br />This certainly creates new fears and 'hide behind the sofa' feelings not seen for many, many years in this continuation of a superb BBC series (pity it is confirmed by the BBC that Billie Piper is quitting - perhaps not permanently - after end of series 2) :O(((",positive,
"Kalifornia came out in 1993, just as 3 of the 4 lead characters were up and coming to the levels of fame they now possess in 2006. This is a nice psycho-thriller that should appeal to all David Duchovny fans because of his dry and intelligent narratives that find their ways into his work, like with most of his episodes of the X-Files, Playing God, and Red Shoe Diaries.<br /><br />People who were put off by the heavy southern accent from Brad Pitt and Juliette Lewis' characters obviously have never spent much time in the south. For every ""Brian and Carrie"" in the south, there is an ""Adele and Early"" and in 2006, that's the real horror of this flick.<br /><br />Aside from that, I think the film was written with a cult film intention - like with Carrie's photography, it's not suitable for mass consumption. But if you have a copy of this in your personal library, I think it says something positive about your tastes for freaky movies.",positive,
"A Christmas Together actually came before my time, but I've been raised on John Denver and the songs from this special were always my family's Christmas music. For years we had a crackling cassette made from a record that meant it was Christmas. A few years ago, I was finally able to track down a video of it on Ebay, so after listening to all the music for some 21 years, I got to see John and the Muppets in action for myself. If you ever get the chance, it's a lot of fun--great music, heart-warming and cheesy. It's also interesting to see the 70's versions of the Muppets and compare them to their newer versions today. I believe Denver actually took some heat for doing a show like this--I guess normally performers don't compromise their images by doing sing-a-longs with the Muppets, but I'm glad he did. Even if you can't track down the video, the soundtrack is worth it too. It has some Muppified traditional favorites, but also some original Denver tunes as well.",positive,
"About 1986 I saw this movie by accident on TV one night. I was 6 years old. It was similar to my accidental viewing of the terrifying ending to Don't Look Now in 1987. I went to Venice on holiday the next year in silent terror, hoping to god that my parents wouldn't find out I'd watched it! <br /><br />Would I have minded if my parents knew I'd watched Les Valseuses when I was a kid? I'd probably avoid the subject with my dad even nowadays, and my mum's probably disapproving in the afterlife. I don't know if they'd want to see it anyway. From the stalking and trapping of a woman at the block of flats in the first scene to sliding down the mountain roads with glazed satiated eyes I'm never sure whether this film is an insensitive piece of trash that disregards the sexual revolution or if it's a sexy liberating movie to watch as it dawns on you that you could never be so offensive yourself. <br /><br />It's definitely violent. It has a violent view of sex, virtually no acknowledgement of love. Even suckling a young baby mutates into a greedy sexual act of exploitation. But the scenario IS very erotic and (god I'm so British) arousing! Do they suck her breasts for her own good? That is exploitation. So why am I getting a woody?<br /><br />The fellows go in search of an experienced older woman, find an ex-con, mother-figure? I don't know. It ends in a truly gruesome suicide. I described it to my friend JB Nelson, who has Cannibal Holocaust-guts, and he went eeuurrgghh! No motherly love for this movie, quite the opposite. Mutilation of where the boys began. Why do they shoot the girl in the leg? Why does she come back to them? Do women need to be punished so that they learn what is right from men?<br /><br />I'm thinking of two movies, one of which I wish I'd never seen, the other makes me wish it wasn't such a harsh world. Swept Away/Madonna what a pile of insanity doesn't compute never been so offended that a woman punished for being a woman becomes slave to man and its maybe madonna saying everybody respect guy ritchie im so enraged i cant use punctuation! Once Upon A Time In America/Leone god why does Noodles do it? Destroys the path to joy we've been following him on his whole life. So close to finally finding love with Deborah. Now they are both destroyed. Why Sergio? Why?<br /><br />There is no rape in Les Valseuses but lots of sex and nakedness in abundance, of both sexes. Very honest, no titillation. No fantasy shags, no perfect Hollywood smooth moves. Jokes, yes. But there's too much darkness and jealousy and trickery in here to call it a sex comedy. Forget Carry On Shooting A Naked Hairdresser In The Leg Cos She'll Come Back & You'll Hook Her Up With Your Ex-con Lover's Vengeant Son & She'll Learn How To Cum From Him.<br /><br />Two things I can't stand are rape movies and prison movies. Les Valseuses isn't a rape movie! God nobody's going to want to watch it now! It is a brilliant movie!",positive,
